userName,score,content,length,at,sentiment_label
Jacksen Weasley Gho,3,"Halo Developer Supercell. Saya berkomentar bahwa. 1.) Dari Grafis, kartu CR nya bagus👍. 2.) Cara permainan & susun strategi yg keren. 3.) Mohon diperbaiki Bug Lag-nya. 4.) Match yg kurang adil, misalnya LVL 6 VS LVL 8 [ mohon diperbaiki ]. 5.) Dari event & tantangan & perang clean yg, unik & menarik. Sekian komentar dari saya terima kasih.",341,2022-07-10 07:12:33,positive
Alvino Maulana,4,"Gamenya keren banget, lucu juga, bisa menghibur hati pemain, cuma loadingnya agak dipercepat lagi dunk, biar dapat dimuat smarphone yang punya ram 2 gb,atau 1 gb, yang hrus diperbaiki terkadang pas main bsa keluar sendiri, juga pas baru buka game sering hang dan tidak menanggapi, klo sudah ada pesan seperti itu biasanya klo gk di clear cache gk bsa masuk ke game malah heng melulu.",383,2020-09-01 00:19:39,negative
Syaiful Iman,1,"Kenapa setelah update clash royal jadi susah ya sinyalnya, padahal dulu sinyal kecepatan 20 KB/s sudah bagus seperti clash of clans kenapa sekarang harus 300 KB/s. Tolong perbaiki lagi seperti versi dahulu Super Cell. Saya sudah sering main tapi sekarang jarang karena sinyal harus bagus.",288,2021-03-11 17:21:58,negative
Pengguna Google,5,"Buat pemain pemula yg ingin memainkan game ini dianjurkan memiliki stamina & daya tahan emosi yang bagus buat bersabar menghadapi lawan2 yg berat tetapi di barengi dengan strategi, misal pakai dek yg sesuai seperti dek yg Punya hitpoint yg tinggi terus di belakang nya ksih pemanah atau penembak jitu untuk melindungi nya dan di tambah dek udara, itu juga bisa di mode defensif, kita harus berpikir untuk menganalisa waktu yang pas buat nyerang/bertahan gunakan akal sehat jgn emosi, bersabarlah!!!",498,2019-06-29 13:27:40,positive
Zidni Mubarok,2,"Sebenernya game ini seru untuk sekedar melatih otak, tapi saya mengeluhkan server yang memburuk, ketidak sesuaian lawan dari segi level king dan kartu, hal seperti ini sering bikin pemain frustrasi terlepas dari skill bermain. Mungkin sudah saatnya ""2vs2 RANK"", ini lebih seru",276,2022-03-30 18:17:09,positive
34_Rifqi Khoiriyan,5,"Sudah bagus. Tapi kok di realme 3 pas di peti mahkota tombol tutupnya kok nggak bisa di pencet sih, saya juga sudah coba di hp teman saya yang juga realme 3 tapi tetep aja gak bisa. Walaupun masalahnya kecil tapi tetep aja ngganggu pas lagi main. Mohon diperbaiki supercell Edit: mamtap dah bisa, terima kasih supercell",319,2021-05-05 06:47:50,negative
Muhammad Luthfi,1,"Tolong diperbaiki lagi untuk pihak supercell. Keluhan pertama sistem matchmaking yang buruk, saya selalu mendapatkan lawan yang tidak sesuai dengan level kartu dan raja saya, alhasil saya kalah dengan mudah karena ketidakseimbangan level kartu. Keluhan kedua, gamenya menjadi sangat berat, seringkali terjadi drop fps bahkan sampai force close di tengah2 match dan itu sangat2 mengganggu. Tolong untuk kedepannya diperbaiki lagi agar clash royale menjadi lebih baik, terima kasih supercell.",490,2022-06-27 16:35:33,negative
Fahmi R,5,"Saya bermain sejak 2017 baru tahun ini main lagi, dannn... Pembaruan yang ada sangat menakjubkan! Saya melihat banyak ulasan yang merasa mendapat lawan tidak adil, brooo gini kalo kamu main mulu otomatis trofi kamu naik, semakin tinggi level ya otomatis lawan levelnya tinggi. Pakailah strategi deck yang optimal, kemudian naikin level KING kamu dan level kartu. Sekian",369,2020-08-08 09:04:18,positive
Azam Boy,1,"Game dengan kualitas grafik yang rendah tapi gak masuk akal karena sering froce close pada RAM 2, dan untuk pencocokan musuh saat tanding itu tidak setara sama sekali, apa lagi saat pertandingan draf sangat tidak masuk akal untuk ngasih kartu. Mohon diperbaiki lagi ya developer",278,2022-02-10 17:11:48,negative
Andre Zaneti,3,"Update nyg bagus, tlah menghilangkan bug cache yg sering muncul. Saran kedepannya adain fitur grafik, biar para pemain bisa setting grafik sesuai kemampuan device. Karna fitur seperti itu diperlukan, agar device low end sperti saya bisa setting low grafiknya biar main cr nya gk nge frame terus",294,2022-07-29 07:48:14,negative
Balada Kicau,4,"Tidak bisa naik level, tower level 10 lawannya level 13 terus. Ampun deh,,, tidak seimbang sekali lawannya. Tolong dong buat Supercell Clash Royale, jangan mencari musuh berdasarkan perolehan Tropy. Saran saya carikan musuh, filternya berdasarkan LEVEL TOWER. jadi seimbang mainnya, beda level troops tidak masalah, asalkan LEVEL TOWER SAMA.",341,2020-08-31 18:34:15,positive
Pengguna Google,5,"Lihat para koment banyak yang (-) 1. Masalah sinyal : sy pakai wifi g pernah disconnect..kalau sinyal seluler okelah kadang terjadi (tp hal diatasi dengan close game kmudian masuk lagi baru connect lg tanpa hambatan) 2. Kalah menang merasa sudah diatur : emang terkadang decknya g adil, tp kalian harus punya strategi utk memenangkanya (deck g adil udah nyerah) 3. Level masih dibawah tp dpt musuh level 1x/2x lipat : semakin lo jago bermain maka tingkat kesulitan akan bertambah..",481,2020-02-12 23:41:44,negative
Vista 7,2,"Tolong match matching - nya diperbaiki! Harus seimbang antara tropy,troops level,tower level. Saat ini (dari dulu) match - nya hanya disesuaikan sesuai trophy, Sedangkan level troops dan towernya jauh beda. Hal itu membuat player boring dan berhenti bermain! Semoga ini direspon @supercell",289,2021-11-19 17:02:06,negative
Mochammad Bagas Anthony,3,"Sebenernya game ini sangat seru tapi minusnya sering lag padahal jaringan bagus + kembalikan mode pesta yang dulu. Karena dengan adanya mode pesta kayak dulu, kita bakalan mudah dapet kartu & gold. Tambahan lagi, kembalikan mode peti mahkota kyk dulu lagi, jangan apa² pake tiket premium karena itu sangat menekan kita untuk berkembang kedepannya. Mohon untuk ditindak lanjuti Supercell",386,2023-06-19 23:11:15,negative
Muhammad Bakti Rahmajasa,2,"Katanya musuh di sesuai kan dengan level kartu.tapi kok gak kaya gitu.level kartu yg saya miliki level 10 semua,tapi ketemu musuh yg level kartunya lebih tinggi(12-13) .kenapa gak sesuai dengan pernyataan nya ya.mohon penjelasan nya !",234,2021-04-18 21:44:26,negative
Hendy Adrianto,1,"Gamenya bagus, wajib banget buat gamer yang suka main solo. Tapi pemilihan musuh tidak seimbang, kadang levelnya jauh di atas. Terus, untuk mode 2 vs 2, pengisian elixir sangat lama. Tolong diperbaiki dan tambahkan hukuman bagi player yg meninggalkan pertandingan",263,2020-11-20 16:38:39,negative
Emma Ye,3,"Bisakah pencarian musuh dibatalkan saja jika tidak ada level deck seimbang ?. Jangan dipaksa main dengan level yang jauh beda levelnya. Bagi sebagian pemain mungkin ada yang tidak mempermasalahkan beda deck, tapi kalau sekalian ketemu deck tinggi juga level kartu yang beda sampai 3 atau 4 level, dikeroyok pun tetap kalah.",323,2020-08-31 21:27:45,negative
Alawiyacantik Alawiya,1,"Jujur saja saya bermain CR dari 2017 tapi untuk kali ini saya benar benar kecewa, saya langsung ke pointnya 1. mungkin cukup unik dan saya sangat senang dengan hadirnya EVO dari beberapa card , namun anda seharusnya tidak menambahkan atau mengurangi damage dan heal pada beberapa Evo trope ini membuat player yang harusnya enjoy dalam game strategi merasa di curangi terutama player baru 2. Point akhir menurut saya adanya bug di peleton champion baru, yang di mana ketika skill di aktifkan + clon",497,2023-11-13 23:16:24,negative
Fabricio Fabercastle,4,"Sistem matcmaking nya yang perlu disempurnakan. Harusnya sih bisa level kecil menang lawan level yg lebih tinggi *pakai strategi*, tapi toh kadang ya musuhnya tetap bisa menang krn modal card level tinggi🤦 Sayang banget kalau game ini jadi sepi, padahal dulu rame banget yg main. Overall oke2 saja. Sekian",305,2021-03-29 22:17:31,negative
Pengguna Google,2,"Buat kalian yg pada ribut lawannya ga seimbang,level 6 ketemu level 10,brarti kalian belum paham cara dan strategi main game ini, Kadang memang ada yg sengaja dinlevel 10 itu menurunkan tropinya buat main dri level bawah,biasanya mencari peti atau kartu tertentu, atau memang yg level 10 itu karna mainnya noob jadi kalah mulu akhirnya tropinya abis dan turun arena,sehingga bisa bertemu dengan kalian yg level dibawahnya, begitu sii...",436,2020-03-04 16:46:04,negative
Muhammad hatim,3,"Untung kalau udah masuk arena baru kalau kalah tropinya gak berkurang(gak turun arena). Dan saya kasih bintang 3 karna masalahnya bukan karna musuh nya gak seimbang tapi untung dan rugi nya tropi itu sama bahkan banyakan, kalau menang dapat tropi 29 kalau kalah tropinya berkurang 30 jadi yaa gak naik naik level. Maksudnya kalau menang dapat tropi lebih banyak ketimbang kalah nya",381,2022-02-22 12:20:46,positive
Saia Holang,1,"Sistem pencocokan mohon diperbaiki, waktu saya main di hari pertempuran masa dikasi lawan yg levelnya lebih tinggi semua? (Gimana menangnya hah?! buset sengaja bangt di kalahin) Sempat juga saya waktu main di level 8 malah dikasi lawan level 11. Buset, lebih tinggi 1 level aja sering kalah, lha ini 3 level.",308,2022-02-06 14:27:35,negative
maju mapan,4,"Grafis,kontrol, dan permainannya lumayan bagus apalagi penggunaan datanya tidak terlalu banyak. Namun ada beberapa fitur yang masih tidak ada salah satunya fitur pertemanan. Ya... dengan fitur ini harusnya kita bisa menambahkan teman dengan hanya mencari nickname atau id pemain. Namun di CLASH ROYALE tidak ada fitur tersebut, sehingga mencari pertemanan cukup susah. Ya... Semoga pihak SUPERCELL menambahkan fitur tersebut.",425,2020-09-07 20:04:24,negative
Pengguna Google,1,kok saya sering dapatnya lawan yang levelnya tinggi ya padahal saya masih dibawah level tersebut ketika saya main sering dapat level tinggi mohon untuk developer temukan lawan lawan yang levelnya sama jangan yang masih dibawah harus lawan level yang diatas semoga bisa berkembang lagi itu saja saran saya terima kasih !!!!,322,2019-06-08 21:18:24,negative
Bawadahewak,5,"Match nya kadang ga seimbang, level musuh saya sering lebih tinggi dari saya, paling sering 2 level lebih tinggi dari saya. Dari level kartu, Hp benteng nya, kelengkapan kartu itu ya jelas beda kan. Mau nyusun dec kayak apapun ya tetep, toh ga tau juga musuh pake dec apaan, mana level kartu nya juga kalah, tiap main selalu hardgame. Yaaaa gimana ya benerin atau apa kek masa hardgame terus, kan capek.",403,2021-04-08 23:48:54,negative
Faisal Ali Abdullah,1,"Banyak kejanggalan di game ini seperti tiba-tiba sinyal hilang,trus ritme menang kalah yg sprti disetting,eliksir kadang lambat,tp itu smua bs diterima dg logika sinyal provider nya mmg yg lg lemot,,nah tp klo pilih kartu ""a"" yg keluar ""b"" kn aneh,dan ini sering,terakhir sy menang tangga level naik dan berwarna kuning eh tiba2 hilang,,aneh",341,2023-08-21 14:31:42,negative
Pengguna Google,1,"Ni game, match player nya tolong diperbaiki. Masa TH selisih 3 tingkat jadi musuh, deck nya juga level atas. Jangan di-match berdasarkan point doang. Dari 2016 main, sistem match pemainnya tetep SAMPAH terus uninstal. 2019 coba main lagi, eh masih sampah juga, auto uninstal. Pantes aja rate ni game turun, ditinggalin para player lainnya. Ga belajar dari kritikan orang sih.",375,2019-10-28 23:52:46,negative
Imam P.N,2,"Game nya Bagus,Main Strategi,Tapi sangat di sayangkan ku kira setelah update musuhnya seimbang ternyata nambah buruk lvl kartu saya yang paling tinggi aja level 11 itu pun cuman 1 yg lain level 10 semua tapi kenapa lawannya level 12 ke atas kalau lawan ad level 12 ke atas 1 apa 2 kartu aja not bad lah ini 3 sampai 4 kartu dong tolong lah kasih musuh yang seimbang itu aja sih overall gamenya bagus tapi ya itu setelah di update malah dapat musuh yang levelnya jauh harap di LIHAT SUPERCELL TQ !!",497,2022-11-01 12:24:31,negative
Maulana Achmadi,5,"Sudah tiga atau empat kali update dalam sebulan terakhir, termasuk hari ini sudah update yang terbaru, tapi masih ada bug ketika memainkan training camp (Boss Cheddar), sekitar 11 detik setelah dimainkan, langsung connection lost, please try logging in again.. Padahal koneksi internet sangat normal ketika memainkan trophy road, clan war, atau yang lain. Tolong segera diperbaiki bug nya.",389,2023-10-23 18:39:51,negative
Pengguna Google,2,Match making nya ngawur antara kartu deck dan level gak sesuai. Mohon diperbaiki. Saya selalu bertemu level diatas saya dari deck kartu dll nya. Saya tidak tahu harus bagaimana padahal saya coba counter dan combo tidak bisa karena leveling mereka terlalu kuat. Mohon diperbaiki !! Dan lagi sering jaringan selalu lost koneksi meski pakai Wi-Fi atau data padahal signal sama2 kuat. SEKALI LAGI MOHON DI PERBAIKI DEMI KENYAMANAN PLAYER 🙏🙏,436,2020-02-23 16:45:42,negative
Pengguna Google,5,"Secara keseluruhan gamenya suda bagus. Tapi setiap perang klan kadang ketemu musuh yang gk seimbang masa level tower nya 11 rata rata level kartunya 11, 12 malahan ada beberapa yang udah max l. Gw aja tower baru lvl10 dan kartu gw juga sama 10 semua. Udah gitu musuhnya pada kebanyakan udah penantang 1/2 gw aja baru naik arena 12 kemarin. Tolong dong supercell kasih musuhnya yang adil soalnya banyak rekan klan saya senasib seperti saya, jadinya klan saya turun trophy terus karena selalu berada di urutan ke 3 ke bawah. Tolong perbaiki pencarian lawan perang klan nya. Terimakasih",583,2018-09-24 19:30:11,negative
prasetiyo permadi,5,"Ada bug di sistem saat perang klan dan juga perang persahabatan bugnya adalah kenapa saya di dalam game dan saya tidak di dalam game bahkan saya juga bisa melihat saya bermain dengan musuh sendiri?! Bug juga terjadi padaa tayangan ulang video, bug itu teleport",260,2022-12-14 11:58:49,negative
Muhammad Andika Pangestu,3,"Ketemu player yang level nya tidak setara membuat saya jadi badmood,tapi terkadang saya menang melawan player yg level nya lebih tinggi.Hal itu karna mereka hanya mengandalkan level troops yang lebih tinggi dengan begitu mereka menang tanpa memikirkan cara mengatasi,bertahan,dan menyerang dengan troops yg mereka pakai,intinya mereka kurang berpengalaman.Ya itu lah kekurangan dari game ini yang mungkin susah untuk diatasi,kalo mengatasi nya mungkin butuh sebagian sistem permainan yg dirombak",495,2022-06-29 22:39:21,negative
Pengguna Google,1,"Gameplay dari dulu emg ga berubah ttp bagus, tapi sayang sekarang malah cr lebih sering keluar sendiri, jaringan juga susah pdhl sinyal sudah bagus, terus boros paketan ngga kaya dulu, intinya sudah byk perubahan tapi belum terlalu efektif.",240,2019-02-08 21:11:24,negative
Radit Tya,1,"Sunggu permainan yang mengecewakan dengan mekanisme yang tidak adil, masa harus di kasih lawan yang lebih susah dan level yang berbeda, aku baru level 6 sedangkan musuh level 8 dan pengalaman tersebut sangat buruk dan itu terjadi berkali"" bukan sekali",251,2022-04-24 05:04:32,negative
Anggik Prastya,1,"Koneksi jaringan model apa yang kamu inginkan ha?kenapasih saat bermain selalu saja ada peringatan koneksi buruk,padahal jaringan sudah bagus perasan.itu mengganggu sekali dalam permainan,tolonglah diperbaiki.",209,2022-12-09 16:56:27,negative
Juliman,1,"Ini game kurang ajar sistemnya,ketika kita mau naik level berikutnya sistem akan mempertemukan kita dengan musuh yg sulit agar tidak jadi naik,ketika kita kalah kita akan dipertemukan dengan bot dan player yg sinyalnya lemah... Pesan: jangan push tropi! Karena sistem tidak mengizinkan kalian cepat menang, sistemnya kayak judi online slot Saya memutuskan untuk berhenti bermain.",379,2022-07-13 22:42:17,negative
Pengguna Google,1,"Kepada pihak Supercell Segera perbaiki soal sinyal nya,soalnya pada saat loading mau masuk lama dan pada saat mau Tempur lama masuk nya.Ketika baru masuk pertempuran sudah kalah karena lama pada mau masuk nya.Dan perbaiki bug-bug nya karena selalu keluar sendiri pada saat main.Tolong lah semakin kesini semakin jelek,jadi lambat pada saat mau main dan selalu keluar sendiri. Terima Kasih",388,2019-10-08 15:52:02,negative
Pengguna Google,4,"Sedikit saran untuk game ini, sebelum dimulai pertempuran, baik itu ranked maupun non ranked, agar kiranya ditampilkan pilihan dek yg ingin diturunkan, seperti di dalam pertempuran klan. Supaya bisa meminimalisir salah bawa dek tempur. Karena jujur, ini sangat mempengaruhi kondisi player ketika bermain. Terima kasih.",318,2019-11-01 04:00:22,positive
Zaki Al Fawwaz,2,"game anj,ngasih musuh gak setimpal,gw baru main langsung lawan musuh yang punya 2 evolve,tolol",94,2025-06-16 23:00:22,negative
